"KEGG.ID","Description","pvalue","p.adjust","qvalue","geneID","human_geneID"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5293,"5293"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5295,"5295"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,18708,"5295"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5451,"5451"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5468,"5468"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5578,"5578"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5594,"5594"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,26413,"5594"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,116590,"5594"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5595,"5595"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,50689,"5595"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5599,"5599"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,26419,"5599"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,116554,"5599"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5600,"5600"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5609,"5609"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5747,"5747"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5879,"5879"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,19353,"5879"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,363875,"5879"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,5970,"5970"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,19697,"5970"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6256,"6256"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6347,"6347"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,20296,"6347"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,24770,"6347"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6352,"6352"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,81780,"6352"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6401,"6401"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6403,"6403"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,20344,"6403"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6648,"6648"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,20656,"6648"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,24787,"6648"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6714,"6714"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,6774,"6774"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,20848,"6774"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,25125,"6774"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7099,"7099"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,21898,"7099"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,29260,"7099"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7124,"7124"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,21926,"7124"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,24835,"7124"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7132,"7132"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7157,"7157"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,22059,"7157"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,24842,"7157"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,403869,"7157"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7186,"7186"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7410,"7410"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7412,"7412"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,25361,"7412"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,7494,"7494"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,22433,"7494"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,8517,"8517"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,8795,"8795"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,8797,"8797"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,9451,"9451"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,13666,"9451"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,16173,"3606"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,16803,"3929"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,18988,"25833"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,22034,"7189"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,24088,"7097"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,25262,"3708"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,27035,"27035"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,29110,"29110"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,41957,"208"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,51135,"51135"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,54205,"54205"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,64465,"998"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,66021,"1536"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,114548,"114548"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,216799,"114548"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,287362,"114548"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,226641,"22926"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,246775,"8743"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,282817,"29108"
"hsa05417","Lipid and atherosclerosis",1.03545725267694e-40,3.41700893383391e-38,1.52593700394497e-38,100361818,"4772"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,60,"60"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,71,"71"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,142,"142"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,11545,"142"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,25591,"142"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,143,"143"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,207,"207"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,11651,"207"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,24185,"207"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,317,"317"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,329,"329"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,330,"330"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,331,"331"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,332,"332"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,11799,"332"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,355,"355"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,356,"356"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,468,"468"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,11911,"468"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,472,"472"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,11920,"472"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,41839,"472"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,479450,"472"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,526824,"472"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,578,"578"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,581,"581"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,12028,"581"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,24887,"581"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,596,"596"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,12043,"596"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,598,"598"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,12048,"598"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,835,"835"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,836,"836"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,12367,"836"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,25402,"836"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,840,"840"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,37729,"840"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,841,"841"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,842,"842"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1508,"1508"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1509,"1509"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1514,"1514"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1520,"1520"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1616,"1616"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,13163,"1616"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1647,"1647"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,13197,"1647"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1649,"1649"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,13198,"1649"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,29467,"1649"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,1677,"1677"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,13368,"1677"
"hsa04210","Apoptosis",8.20872520312266e-39,1.35443965851524e-36,6.04853436019564e-37,2021,"2021"
